Nombre;Aeropuerto Origen;Ciudad Origen;Aeropuerto Destino;Ciudad Destino
LLANERA DE AVIACION;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
LLANERA DE AVIACION;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;VANGUARDIA;VILLAVICENCIO
SAVIARE LTDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;VANGUARDIA;VILLAVICENCIO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;GERMAN OLANO;PUERTO CARREÑO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;VANGUARDIA;VILLAVICENCIO
HELI JET SAS;CONTADOR;PITALITO;OLAYA HERRERA;MEDELLIN
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;CONTADOR;PITALITO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
LLANERA DE AVIACION;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
LLANERA DE AVIACION;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN;VANGUARDIA;VILLAVICENCIO
SAE;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
SAE;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN;VANGUARDIA;VILLAVICENCIO
SAER;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN;VANGUARDIA;VILLAVICENCIO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEROPACA SAS;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AEREA S.A.;EL CARANO;QUIBDO;JOSE CELESTINO MUTIS;BAHIA SOLANO
AEREA S.A.;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AEROPACA SAS;EL CARANO;QUIBDO;JOSE CELESTINO MUTIS;BAHIA SOLANO
AEROPACA SAS;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;EL CARANO;QUIBDO;SANTA ANA;CARTAGO
AMERICA´S AIR SAS;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
EASYFLY S.A;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
FLEXAIR S.A.S;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
GOOD FLY CO SAS;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;EL CARANO;QUIBDO;JOSE CELESTINO MUTIS;BAHIA SOLANO
HELIGOLFO S.A.S;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
PACIFICA DE AVIACION S.A.S;EL CARANO;QUIBDO;JOSE CELESTINO MUTIS;BAHIA SOLANO
RIO SUR;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SARPA S.A.S;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
SEARCA S.A.;EL CARANO;QUIBDO;JOSE CELESTINO MUTIS;BAHIA SOLANO
SEARCA S.A.;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;EL CARANO;QUIBDO;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;EL CARANO;QUIBDO;OLAYA HERRERA;MEDELLIN
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;EL EMBRUJO;PROVIDENCIA;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
SARPA S.A.S;EL TOMIN;EL BAGRE;OLAYA HERRERA;MEDELLIN
SEARCA S.A.;EL TOMIN;EL BAGRE;OLAYA HERRERA;MEDELLIN
AER CARIBE S.A.;FABIO ALBERTO LEON BENTLEY;MITU;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
AEROLINEAS LLANERAS ARALL LTDA.;FABIO ALBERTO LEON BENTLEY;MITU;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
AEROLINEAS LLANERAS ARALL LTDA.;FABIO ALBERTO LEON BENTLEY;MITU;VANGUARDIA;VILLAVICENCIO
AEROSUCRE;FABIO ALBERTO LEON BENTLEY;MITU;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ALIANSA;FABIO ALBERTO LEON BENTLEY;MITU;VANGUARDIA;VILLAVICENCIO
ALLAS S.A.S;FABIO ALBERTO LEON BENTLEY;MITU;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
AVIANLINE CHARTE´S S.A.S.;FABIO ALBERTO LEON BENTLEY;MITU;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;FABIO ALBERTO LEON BENTLEY;MITU;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;FABIO ALBERTO LEON BENTLEY;MITU;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;FABIO ALBERTO LEON BENTLEY;MITU;VANGUARDIA;VILLAVICENCIO
AERO APOYO;GABRIEL VARGAS SANTOS;TAME;SANTIAGO PEREZ QUIROZ;ARAUCA
GOOD FLY CO SAS;GABRIEL VARGAS SANTOS;TAME;SANTIAGO PEREZ QUIROZ;ARAUCA
HELICOL;GABRIEL VARGAS SANTOS;TAME;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SAER;GABRIEL VARGAS SANTOS;TAME;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;GABRIEL VARGAS SANTOS;TAME;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
SEARCA S.A.;GABRIEL VARGAS SANTOS;TAME;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;GABRIEL VARGAS SANTOS;TAME;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
TAC;GABRIEL VARGAS SANTOS;TAME;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;GABRIEL VARGAS SANTOS;TAME;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
FLEXAIR S.A.S;GERARDO TOVAR LOPEZ;BUENAVENTURA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SEARCA S.A.;GERARDO TOVAR LOPEZ;BUENAVENTURA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;GERARDO TOVAR LOPEZ;BUENAVENTURA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
TAC;GERARDO TOVAR LOPEZ;BUENAVENTURA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AEROLINEAS LLANERAS ARALL LTDA.;GERMAN OLANO;PUERTO CARREÑO;VANGUARDIA;VILLAVICENCIO
AEROSUCRE;GERMAN OLANO;PUERTO CARREÑO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ALLAS S.A.S;GERMAN OLANO;PUERTO CARREÑO;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA
SAE;GERMAN OLANO;PUERTO CARREÑO;VANGUARDIA;VILLAVICENCIO
SAVIARE LTDA;GERMAN OLANO;PUERTO CARREÑO;VANGUARDIA;VILLAVICENCIO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;GERMAN OLANO;PUERTO CARREÑO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;GERMAN OLANO;PUERTO CARREÑO;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;GERMAN OLANO;PUERTO CARREÑO;VANGUARDIA;VILLAVICENCIO
AERO TAXI GUAYMARAL ATG S.A.S;GUILLERMO LEON VALENCIA;POPAYAN;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;LAS BRUJAS;COROZAL
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;PERALES;IBAGUE
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;VANGUARDIA;VILLAVICENCIO
AVIANCA EXPRESS;GUILLERMO LEON VALENCIA;POPAYAN;YARIGUIES;BARRANCABERMEJA
EASYFLY S.A;GUILLERMO LEON VALENCIA;POPAYAN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;GUILLERMO LEON VALENCIA;POPAYAN;OLAYA HERRERA;MEDELLIN
GOOD FLY CO SAS;GUILLERMO LEON VALENCIA;POPAYAN;OLAYA HERRERA;MEDELLIN
SAER;GUILLERMO LEON VALENCIA;POPAYAN;BENITO SALAS VARGAS;NEIVA
SOLAIR S.A.S;GUILLERMO LEON VALENCIA;POPAYAN;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;GUILLERMO LEON VALENCIA;POPAYAN;JUAN CASIANO SOLIS;GUAPI
AEROSUCRE;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AVIANCA EXPRESS;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;PERALES;IBAGUE
AVIANCA EXPRESS;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;VANGUARDIA;VILLAVICENCIO
EASYFLY S.A;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;OLAYA HERRERA;MEDELLIN
FLEXAIR S.A.S;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SAVIARE LTDA;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;SANTIAGO VILA;GIRARDOT
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AER CARIBE S.A.;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;FABIO ALBERTO LEON BENTLEY;MITU
AEROLINEAS LLANERAS ARALL LTDA.;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
ALLAS S.A.S;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
ARO S.A.S.;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
AVIANLINE CHARTE´S S.A.S.;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;FABIO ALBERTO LEON BENTLEY;MITU
AVIANLINE CHARTE´S S.A.S.;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
EASYFLY S.A;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FLEXAIR S.A.S;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
LLANERA DE AVIACION;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
SAE;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SAE;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
SAER;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;TRES DE MAYO;PUERTO ASIS
SAER;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
SAVIARE LTDA;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;VANGUARDIA;VILLAVICENCIO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
HELICOL;JORGE ISAACS;MAICAO;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AEREA S.A.;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
AEREA S.A.;JOSE CELESTINO MUTIS;BAHIA SOLANO;SANTA ANA;CARTAGO
AEROPACA SAS;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;JOSE CELESTINO MUTIS;BAHIA SOLANO;SANTA ANA;CARTAGO
FLEXAIR S.A.S;JOSE CELESTINO MUTIS;BAHIA SOLANO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FLEXAIR S.A.S;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
GOOD FLY CO SAS;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;JOSE CELESTINO MUTIS;BAHIA SOLANO;SANTA ANA;CARTAGO
PACIFICA DE AVIACION S.A.S;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
SEARCA S.A.;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
SEARCA S.A.;JOSE CELESTINO MUTIS;BAHIA SOLANO;SANTA ANA;CARTAGO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;JOSE CELESTINO MUTIS;BAHIA SOLANO;OLAYA HERRERA;MEDELLIN
TAC;JOSE CELESTINO MUTIS;BAHIA SOLANO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;JOSE CELESTINO MUTIS;BAHIA SOLANO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEREA S.A.;JOSE CELESTINO MUTIS;BAHIA SOLANO;EL CARANO;QUIBDO
AEROPACA SAS;JOSE CELESTINO MUTIS;BAHIA SOLANO;EL CARANO;QUIBDO
HELIGOLFO S.A.S;JOSE CELESTINO MUTIS;BAHIA SOLANO;EL CARANO;QUIBDO
PACIFICA DE AVIACION S.A.S;JOSE CELESTINO MUTIS;BAHIA SOLANO;EL CARANO;QUIBDO
SEARCA S.A.;JOSE CELESTINO MUTIS;BAHIA SOLANO;EL CARANO;QUIBDO
EASYFLY S.A;JUAN CASIANO SOLIS;GUAPI;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;JUAN CASIANO SOLIS;GUAPI;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;JUAN CASIANO SOLIS;GUAPI;GUILLERMO LEON VALENCIA;POPAYAN
AEREA S.A.;JUAN H. WHITE;CAUCASIA;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;JUAN H. WHITE;CAUCASIA;OLAYA HERRERA;MEDELLIN
GOOD FLY CO SAS;JUAN H. WHITE;CAUCASIA;OLAYA HERRERA;MEDELLIN
HELI JET SAS;JUAN H. WHITE;CAUCASIA;OLAYA HERRERA;MEDELLIN
PACIFICA DE AVIACION S.A.S;JUAN H. WHITE;CAUCASIA;OLAYA HERRERA;MEDELLIN
EASYFLY S.A;LA FLORIDA;TUMACO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SAE;LA FLORIDA;TUMACO;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;LA FLORIDA;TUMACO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;LA FLORIDA;TUMACO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SOLAIR S.A.S;LA FLORIDA;TUMACO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
SAE;LA NUBIA;MANIZALES;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
EASYFLY S.A;LA NUBIA;MANIZALES;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;LA NUBIA;MANIZALES;OLAYA HERRERA;MEDELLIN
SAE;LA NUBIA;MANIZALES;BENITO SALAS VARGAS;NEIVA
SEARCA S.A.;LA NUBIA;MANIZALES;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
SEARCA S.A.;LAS BRUJAS;COROZAL;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AVIANCA EXPRESS;LAS BRUJAS;COROZAL;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;LAS BRUJAS;COROZAL;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;LAS BRUJAS;COROZAL;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;LAS BRUJAS;COROZAL;GUILLERMO LEON VALENCIA;POPAYAN
AVIANCA EXPRESS;LAS BRUJAS;COROZAL;PERALES;IBAGUE
EASYFLY S.A;LAS BRUJAS;COROZAL;OLAYA HERRERA;MEDELLIN
SEARCA S.A.;LAS BRUJAS;COROZAL;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
GOOD FLY CO SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
HELI JET SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
AEREA S.A.;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AEREA S.A.;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
AEREA S.A.;OLAYA HERRERA;MEDELLIN;ANTONIO ROLDAN BETANCOURT;CAREPA
AEREA S.A.;OLAYA HERRERA;MEDELLIN;JOSE CELESTINO MUTIS;BAHIA SOLANO
AEREA S.A.;OLAYA HERRERA;MEDELLIN;JUAN H. WHITE;CAUCASIA
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;ANTONIO ROLDAN BETANCOURT;CAREPA
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;JOSE CELESTINO MUTIS;BAHIA SOLANO
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;JUAN H. WHITE;CAUCASIA
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;SANTA ANA;CARTAGO
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;YARIGUIES;BARRANCABERMEJA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;ANTONIO ROLDAN BETANCOURT;CAREPA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;BENITO SALAS VARGAS;NEIVA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;GUILLERMO LEON VALENCIA;POPAYAN
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;LA NUBIA;MANIZALES
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;LAS BRUJAS;COROZAL
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;PERALES;IBAGUE
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;SANTIAGO PEREZ QUIROZ;ARAUCA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;VANGUARDIA;VILLAVICENCIO
FLEXAIR S.A.S;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FLEXAIR S.A.S;OLAYA HERRERA;MEDELLIN;JOSE CELESTINO MUTIS;BAHIA SOLANO
GOOD FLY CO SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
GOOD FLY CO SAS;OLAYA HERRERA;MEDELLIN;GUILLERMO LEON VALENCIA;POPAYAN
GOOD FLY CO SAS;OLAYA HERRERA;MEDELLIN;JUAN H. WHITE;CAUCASIA
HELI JET SAS;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
HELI JET SAS;OLAYA HERRERA;MEDELLIN;CONTADOR;PITALITO
HELI JET SAS;OLAYA HERRERA;MEDELLIN;JUAN H. WHITE;CAUCASIA
HELI JET SAS;OLAYA HERRERA;MEDELLIN;PERALES;IBAGUE
HELI JET SAS;OLAYA HERRERA;MEDELLIN;VANGUARDIA;VILLAVICENCIO
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;ANTONIO ROLDAN BETANCOURT;CAREPA
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;JOSE CELESTINO MUTIS;BAHIA SOLANO
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;SANTA ANA;CARTAGO
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;YARIGUIES;BARRANCABERMEJA
HELISAS S.A.S;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
HELISAS S.A.S;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
PACIFICA DE AVIACION S.A.S;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
PACIFICA DE AVIACION S.A.S;OLAYA HERRERA;MEDELLIN;JOSE CELESTINO MUTIS;BAHIA SOLANO
PACIFICA DE AVIACION S.A.S;OLAYA HERRERA;MEDELLIN;JUAN H. WHITE;CAUCASIA
RIO SUR;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SARPA S.A.S;OLAYA HERRERA;MEDELLIN;ANTONIO ROLDAN BETANCOURT;CAREPA
SARPA S.A.S;OLAYA HERRERA;MEDELLIN;EL TOMIN;EL BAGRE
